ID	DOCULECT	SUBGROUP	CONCEPT	VALUE	IPA	TOKENS	COGIDS	MORPHEMES	STRUCTURE	NOTE	CHARACTERS	CHARACTER_IS
3487	Xi_an		red	xuŋ²⁴	xuŋ²⁴	x u ŋ ²⁴	654	red/紅	i n c t		紅	
3488	Chengdu		red	xoŋ²¹	xoŋ²¹	x o ŋ ²¹	654	red/紅	i n c t		紅	
3489	Nanjing		red	xoŋ¹³	xoŋ¹³	x o ŋ ¹³	654	red/紅	i n c t		紅	
3490	Jixi		red	fɑ̃⁴⁴	fɑ̃⁴⁴	f ɑ̃ ⁴⁴	654	red/紅	i n t		紅	
3491	Suzhou		red	ɦoŋ¹³	ɦoŋ¹³	ɦ o ŋ ¹³	654	red/紅	i n c t		紅	
3492	Wenzhou		red	ɦoŋ³⁴¹	ɦoŋ³⁴¹	ɦ o ŋ ³⁴¹	654	red/紅	i n c t		紅	
3493	Changsha		red	xən¹³	xən¹³	x ə n ¹³	654	red/紅	i n c t		紅	
3494	Loudi		red	ɣɤn¹³	ɣɤn¹³	ɣ ɤ n ¹³	654	red/紅	i n c t		紅	
3495	Nanchang		red	fuŋ⁴⁵	fuŋ⁴⁵	f u ŋ ⁴⁵	654	red/紅	i n c t		紅	
3496	Meixian		red	fuŋ¹¹	fuŋ¹¹	f u ŋ ¹¹	654	red/紅	i n c t		紅	
3497	Guilin		red	xɤn²²	xɤn²²	x ɤ n ²²	654	red/紅	i n c t		紅	
3498	Guangzhou		red	hoŋ²¹	hoŋ²¹	h o ŋ ²¹	654	red/紅	i n c t		紅	
3499	Fuzhou		red	øyŋ⁵³	øyŋ⁵³	øy ŋ ⁵³	654	red/紅	n c t		紅	
3500	Xiamen		red	aŋ²¹	aŋ²¹	a ŋ ²¹	654	red/紅	n c t		紅	
3501	Beijing		thick	xou⁵¹	xou⁵¹	x ou ⁵¹	655	thick/厚	i n t		厚	
3502	Ha_erbin		thick	xou⁵³	xou⁵³	x ou ⁵³	655	thick/厚	i n t		厚	
3503	Ha_erbin		thick	xou⁵³ ʂʅ⁰	xou⁵³+ʂʅ⁰	x ou ⁵³ + ʂ ʅ ⁰	655 656	thick/厚 _thick/實	i n t + i n t		厚 實	
3504	Jinan		thick	xou³¹	xou³¹	x ou ³¹	655	thick/厚	i n t		厚	
3505	Rongcheng		thick	xou³³⁴	xou³³⁴	x ou ³³⁴	655	thick/厚	i n t		厚	
3506	Taiyuan		thick	xəu⁴⁵	xəu⁴⁵	x əu ⁴⁵	655	thick/厚	i n t		厚	
3507	Xi_an		thick	xou⁴⁴	xou⁴⁴	x ou ⁴⁴	655	thick/厚	i n t		厚	
3508	Chengdu		thick	xəu²¹³	xəu²¹³	x əu ²¹³	655	thick/厚	i n t		厚	
3509	Nanjing		thick	xəɯ⁴⁴	xəɯ⁴⁴	x əɯ ⁴⁴	655	thick/厚	i n t		厚	
3510	Jixi		thick	xi²¹³	xi²¹³	x i ²¹³	655	thick/厚	i n t		厚	
3511	Suzhou		thick	ɦʏ²³¹	ɦʏ²³¹	ɦ ʏ ²³¹	655	thick/厚	i n t		厚	
3512	Wenzhou		thick	gau²⁴	gau²⁴	g au ²⁴	655	thick/厚	i n t		厚	
3513	Changsha		thick	xəi⁴¹	xəi⁴¹	x əi ⁴¹	655	thick/厚	i n t		厚	
3514	Loudi		thick	ɣɤ¹¹	ɣɤ¹¹	ɣ ɤ ¹¹	655	thick/厚	i n t		厚	
3515	Nanchang		thick	hɛu²¹	hɛu²¹	h ɛu ²¹	655	thick/厚	i n t		厚	
3516	Meixian		thick	pʰun³³	pʰun³³	pʰ u n ³³	657	thick/賁	i n c t		賁	
3517	Guilin		thick	xai²⁵ ɕi²²	xai²⁵+ɕi²²	x ai ²⁵ + ɕ i ²²	655 656	thick/厚 _thick/實	i n t + i n t		厚 實	
3518	Guangzhou		thick	hɐu²³	hɐu²³	h ɐu ²³	655	thick/厚	i n t		厚	
3519	Fuzhou		thick	kau²⁴²	kau²⁴²	k au ²⁴²	655	thick/厚	i n t		厚	
3520	Xiamen		thick	kau²²	kau²²	k au ²²	655	thick/厚	i n t		厚	
3521	Beijing	Mandarin	breathe	xu⁵⁵ ɕi⁵⁵	xu⁵⁵+ɕi⁵⁵	x u ⁵⁵ + ɕ i ⁵⁵	203 198	inhale/呼 suck/吸	i n t + i n t		呼 吸	
3522	Ha_erbin		breathe	xu⁴⁴ ɕi⁴⁴	xu⁴⁴+ɕi⁴⁴	x u ⁴⁴ + ɕ i ⁴⁴	203 198	inhale/呼 suck/吸	i n t + i n t		呼 吸	
3523	Jinan		breathe	xu²¹⁴⁻²³ ɕi²¹⁴	xu²¹⁴+ɕi²¹⁴	x u ²¹⁴ + ɕ i ²¹⁴	203 198	inhale/呼 suck/吸	i n t + i n t		呼 吸	
3524	Rongcheng		breathe	tʂʰɐn²¹⁴⁻²¹ cʰiər³³⁴	ʈʂʰɐn²¹⁴+cʰjə³³⁴	ʈʂʰ ɐ n ²¹⁴ + cʰ j ə ³³⁴	658 332	breathe/喘 breath/氣	i n c t + i m n t		喘 氣	
3525	Taiyuan		breathe	tsʰuəʔ² tɕʰi⁴⁵	tsʰwəʔ²+tɕʰi⁴⁵	tsʰ w ə ʔ ² + tɕʰ i ⁴⁵	659 332	go.out/出 breath/氣	i m n c t + i n t		出 氣	
3526	Xi_an		breathe	xu²¹ ɕi²¹	xu²¹+ɕi²¹	x u ²¹ + ɕ i ²¹	203 198	inhale/呼 suck/吸	i n t + i n t		呼 吸	
3527	Chengdu		breathe	fu⁴⁵ ɕi²¹	fu⁴⁵+ɕi²¹	f u ⁴⁵ + ɕ i ²¹	203 198	inhale/呼 suck/吸	i n t + i n t		呼 吸	
3528	Nanjing		breathe	tʂʰuɑ̃¹¹⁻²¹ tɕʰi⁴⁴	ʈʂʰwɑ̃¹¹+tɕʰi⁴⁴	ʈʂʰ w ɑ̃ ¹¹ + tɕʰ i ⁴⁴	658 332	breathe/喘 breath/氣	i m n t + i n t		喘 氣	
3529	Nanjing		breathe	xu³¹ ɕiʔ⁵	xu³¹+ɕiʔ⁵	x u ³¹ + ɕ i ʔ ⁵	203 198	inhale/呼 suck/吸	i n t + i n c t		呼 吸	
3530	Jixi		breathe	tʰi²¹³⁻³¹ tsʰɿ³⁵	tʰi²¹³+tsʰɿ³⁵	tʰ i ²¹³ + tsʰ ɿ ³⁵	660 332	breathe/𢻕 breath/氣	i n t + i n t		𢻕 氣	
3531	Suzhou		breathe	tʰʏ⁵²⁻⁴¹ tɕʰi⁴¹²	tʰʏ⁵²+tɕʰi⁴¹²	tʰ ʏ ⁵² + tɕʰ i ⁴¹²	660 332	breathe/𢻕 breath/氣	i n t + i n t		𢻕 氣	
3532	Wenzhou		breathe	tʰau²⁴²⁻² tsʰɿ⁵¹	tʰau²⁴²+tsʰɿ⁵¹	tʰ au ²⁴² + tsʰ ɿ ⁵¹	660 332	breathe/𢻕 breath/氣	i n t + i n t		𢻕 氣	
3533	Wenzhou		breathe	fu⁴⁴ ɕiai⁴¹	fu⁴⁴+ɕjai⁴¹	f u ⁴⁴ + ɕ j ai ⁴¹	203 198	inhale/呼 suck/吸	i n t + i m n t		呼 吸	
3534	Changsha		breathe	fu³³ tɕi²⁴	fu³³+tɕi²⁴	f u ³³ + tɕ i ²⁴	203 198	inhale/呼 suck/吸	i n t + i n t		呼 吸	
3535	Changsha		breathe	tɕʰy²⁴⁻⁴⁴ tɕʰi⁵⁵	tɕʰy²⁴+tɕʰi⁵⁵	tɕʰ y ²⁴ + tɕʰ i ⁵⁵	659 332	go.out/出 breath/氣	i n t + i n t		出 氣	
3536	Loudi		breathe	tɕʰy¹³ tɕʰi³⁵	tɕʰy¹³+tɕʰi³⁵	tɕʰ y ¹³ + tɕʰ i ³⁵	659 332	go.out/出 breath/氣	i n t + i n t		出 氣	
3537	Nanchang		breathe	fu⁴² ɕit⁵	fu⁴²+ɕit⁵	f u ⁴² + ɕ i t ⁵	203 198	inhale/呼 suck/吸	i n t + i n c t		呼 吸	
3538	Nanchang		breathe	ɕit⁵ tɕʰi²⁴	ɕit⁵+tɕʰi²⁴	ɕ i t ⁵ + tɕʰ i ²⁴	198 332	suck/吸 breath/氣	i n c t + i n t		吸 氣	
3539	Meixian		breathe	tʰeu⁵³⁻⁵⁵ çi⁵³	tʰeu⁵³+çi⁵³	tʰ eu ⁵³ + ç i ⁵³	163 332	permeate/透 breath/氣	i n t + i n t		透 氣	
3540	Guilin		breathe	tsʰuã²³⁻²¹ tɕʰi²⁵	tsʰwã²³+tɕʰi²⁵	tsʰ w ã ²³ + tɕʰ i ²⁵	658 332	breathe/喘 breath/氣	i m n t + i n t		喘 氣	
3541	Guangzhou		breathe	fu⁵⁵ kʰɐp⁵	fu⁵⁵+kʰɐp⁵	f u ⁵⁵ + kʰ ɐ p ⁵	203 198	inhale/呼 suck/吸	i n t + i n c t		呼 吸	
3542	Fuzhou		breathe	hu⁵⁵⁻⁵³ hɛiʔ²⁴*	hu⁵⁵+hɛiʔ²⁴	h u ⁵⁵ + h ɛi ʔ ²⁴	203 198	inhale/呼 suck/吸	i n t + i n c t		呼 吸	
3543	Xiamen		breathe	hɔ⁵⁵⁻²² kʰi⁵³	hɔ⁵⁵+kʰi⁵³	h ɔ ⁵⁵ + kʰ i ⁵³	203 332	inhale/呼 breath/氣	i n t + i n t		呼 氣	
3544	Beijing		lake	xu³⁵	xu³⁵	x u ³⁵	661	lake/湖	i n t		湖	
3545	Ha_erbin		lake	xu²⁴	xu²⁴	x u ²⁴	661	lake/湖	i n t		湖	
3546	Jinan		lake	xu⁵³	xu⁵³	x u ⁵³	661	lake/湖	i n t		湖	
3547	Rongcheng		lake	xu³⁵	xu³⁵	x u ³⁵	661	lake/湖	i n t		湖	
3548	Taiyuan		lake	xu²¹	xu²¹	x u ²¹	661	lake/湖	i n t		湖	
3549	Xi_an		lake	xu²⁴	xu²⁴	x u ²⁴	661	lake/湖	i n t		湖	
3550	Chengdu		lake	fu²¹	fu²¹	f u ²¹	661	lake/湖	i n t		湖	
3551	Nanjing		lake	xu¹³	xu¹³	x u ¹³	661	lake/湖	i n t		湖	
3552	Jixi		lake	fu⁴⁴	fu⁴⁴	f u ⁴⁴	661	lake/湖	i n t		湖	
3553	Suzhou		lake	ɦəu¹³	ɦəu¹³	ɦ əu ¹³	661	lake/湖	i n t		湖	
3554	Wenzhou		lake	vu³⁴¹	vu³⁴¹	v u ³⁴¹	661	lake/湖	i n t		湖	
3555	Changsha		lake	fu¹³	fu¹³	f u ¹³	661	lake/湖	i n t		湖	
3556	Loudi		lake	xu¹³	xu¹³	x u ¹³	661	lake/湖	i n t		湖	
3557	Nanchang		lake	fu⁴⁵	fu⁴⁵	f u ⁴⁵	661	lake/湖	i n t		湖	
3558	Meixian		lake	fu¹¹	fu¹¹	f u ¹¹	661	lake/湖	i n t		湖	
3559	Guilin		lake	fu²²	fu²²	f u ²²	661	lake/湖	i n t		湖	
3560	Guangzhou		lake	u²¹	u²¹	u ²¹	661	lake/湖	n t		湖	
3561	Fuzhou		lake	hu⁵³	hu⁵³	h u ⁵³	661	lake/湖	i n t		湖	
3562	Xiamen		lake	ɔ²⁴	ɔ²⁴	ɔ ²⁴	661	lake/湖	n t		湖	
3563	Beijing		flower	xuɐr⁵⁵	xwa⁵⁵	x w a ⁵⁵	662	flower/花	i m n t		花	
3564	Ha_erbin		flower	xuar⁴⁴	xwa⁴⁴	x w a ⁴⁴	662	flower/花	i m n t		花	
3565	Jinan		flower	xuar²¹⁴	xwa²¹⁴	x w a ²¹⁴	662	flower/花	i m n t		花	
3566	Rongcheng		flower	xuar⁵²	xwa⁵²	x w a ⁵²	662	flower/花	i m n t		花	
3567	Taiyuan		flower	xua²¹	xwa²¹	x w a ²¹	662	flower/花	i m n t		花	
3568	Xi_an		flower	xuɑr²¹	xwɑ²¹	x w ɑ ²¹	662	flower/花	i m n t		花	
3569	Chengdu		flower	xua⁴⁵	xwa⁴⁵	x w a ⁴⁵	662	flower/花	i m n t		花	
3570	Nanjing		flower	xuɑ³¹	xwɑ³¹	x w ɑ ³¹	662	flower/花	i m n t		花	
3571	Jixi		flower	xo⁵⁵ n̩⁰	xo⁵⁵+nn̩⁰	x o ⁵⁵ + n Ø/ə n̩/n ⁰	662 810	flower/花 _:SUF/?	i n t + i n c t		花 儿	
3572	Suzhou		flower	ho⁴⁴	ho⁴⁴	h o ⁴⁴	662	flower/花	i n t		花	
3573	Wenzhou		flower	ho⁴⁴	ho⁴⁴	h o ⁴⁴	662	flower/花	i n t		花	
3574	Changsha		flower	fa³³	fa³³	f a ³³	662	flower/花	i n t		花	
3575	Loudi		flower	xɔ⁴⁴	xɔ⁴⁴	x ɔ ⁴⁴	662	flower/花	i n t		花	
3576	Nanchang		flower	fa⁴⁵	fa⁴⁵	f a ⁴⁵	662	flower/花	i n t		花	
3577	Meixian		flower	fa³³⁻³⁵ ve⁰	fa³³+ve⁰	f a ³³ + v e ⁰	662 811	flower/花 _:SUF/?	i n t + i n t		花 ?	
3578	Guilin		flower	fᴀ⁴²	fa̠⁴²	f a̠ ⁴²	662	flower/花	i n t		花	
3579	Guangzhou		flower	fa⁵⁵	fa⁵⁵	f a ⁵⁵	662	flower/花	i n t		花	
3580	Fuzhou		flower	hua⁵⁵	hwa⁵⁵	h w a ⁵⁵	662	flower/花	i m n t		花	
3581	Xiamen		flower	hue⁵⁵⁻²² ia⁵³	hwe⁵⁵+ja⁵³	h w e ⁵⁵ + j/Ø a ⁵³	662 797	flower/花 _:SUF/仔	i m n t + i n t		花 仔	
3582	Xiamen		flower	hue⁵⁵	hwe⁵⁵	h w e ⁵⁵	662	flower/花	i m n t		花	
3583	Beijing	Mandarin	bad	xai⁵¹	xai⁵¹	x ai ⁵¹	663	bad/壞	i n t		壞	
3584	Ha_erbin		bad	xuai⁵³	xwai⁵³	x w ai ⁵³	663	bad/壞	i m n t		壞	
3585	Jinan		bad	xuɛ³¹	xwɛ³¹	x w ɛ ³¹	663	bad/壞	i m n t		壞	
3586	Rongcheng		bad	xuai³³⁴	xwai³³⁴	x w ai ³³⁴	663	bad/壞	i m n t		壞	
3587	Taiyuan		bad	xuai⁴⁵	xwai⁴⁵	x w ai ⁴⁵	663	bad/壞	i m n t		壞	
3588	Xi_an		bad	xuɛ⁴⁴	xwɛ⁴⁴	x w ɛ ⁴⁴	663	bad/壞	i m n t		壞	
3589	Chengdu		bad	xuai²¹³	xwai²¹³	x w ai ²¹³	663	bad/壞	i m n t		壞	
3590	Nanjing		bad	xuɛ⁴⁴	xwɛ⁴⁴	x w ɛ ⁴⁴	663	bad/壞	i m n t		壞	
3591	Jixi		bad	vɔ³¹	vɔ³¹	v ɔ ³¹	663	bad/壞	i n t		壞	
3592	Suzhou		bad	tɕʰiʏ⁴⁴	tɕʰjʏ⁴⁴	tɕʰ j ʏ ⁴⁴	664	bad/恘	i m n t		恘	
3593	Suzhou		bad	uɑ⁴¹²	wɑ⁴¹²	w ɑ ⁴¹²	663	bad/壞	i n t		壞	
3594	Wenzhou		bad	mə³⁴¹	mə³⁴¹	m ə ³⁴¹	777	bad/毛	i n t		毛	
3595	Changsha		bad	fai¹¹	fai¹¹	f ai ¹¹	663	bad/壞	i n t		壞	
3596	Changsha		bad	kuai⁴¹	kwai⁴¹	k w ai ⁴¹	665	bad/拐	i m n t		拐	
3597	Loudi		bad	ɣua¹¹	ɣwa¹¹	ɣ w a ¹¹	663	bad/壞	i m n t		壞	
3598	Nanchang		bad	fai²¹	fai²¹	f ai ²¹	663	bad/壞	i n t		壞	
3599	Meixian		bad	fai⁵³	fai⁵³	f ai ⁵³	663	bad/壞	i n t		壞	
3600	Meixian		bad	pe³¹	pe³¹	p e ³¹	666	bad/鄙	i n t		鄙	
3601	Guilin		bad	fai²¹	fai²¹	f ai ²¹	663	bad/壞	i n t		壞	
3602	Guangzhou		bad	uai²²	wai²²	w ai ²²	663	bad/壞	i n t		壞	
3603	Fuzhou		bad	pʰai³²	pʰai³²	pʰ ai ³²	667	bad/痞	i n t		痞	
3604	Fuzhou		bad	ŋai⁵³	ŋai⁵³	ŋ ai ⁵³	574	dull/呆	i n t		呆	
3605	Xiamen		bad	pʰai⁵³	pʰai⁵³	pʰ ai ⁵³	100	bad/否	i n t		否	
3606	Beijing		yellow	xuɑŋ³⁵	xwɑŋ³⁵	x w ɑ ŋ ³⁵	302	yellow/黃	i m n c t		黃	
3607	Ha_erbin		yellow	xuaŋ²⁴	xwaŋ²⁴	x w a ŋ ²⁴	302	yellow/黃	i m n c t		黃	
3608	Jinan		yellow	xuɑŋ⁵³	xwɑŋ⁵³	x w ɑ ŋ ⁵³	302	yellow/黃	i m n c t		黃	
3609	Rongcheng		yellow	xuaŋ³⁵	xwaŋ³⁵	x w a ŋ ³⁵	302	yellow/黃	i m n c t		黃	
3610	Taiyuan		yellow	xuɒ̃²¹	xwɒ̃²¹	x w ɒ̃ ²¹	302	yellow/黃	i m n t		黃	
3611	Xi_an		yellow	xuɑŋ²⁴	xwɑŋ²⁴	x w ɑ ŋ ²⁴	302	yellow/黃	i m n c t		黃	
3612	Chengdu		yellow	xuaŋ²¹	xwaŋ²¹	x w a ŋ ²¹	302	yellow/黃	i m n c t		黃	
3613	Nanjing		yellow	xuɑ̃¹³	xwɑ̃¹³	x w ɑ̃ ¹³	302	yellow/黃	i m n t		黃	
3614	Jixi		yellow	õ⁴⁴	õ⁴⁴	õ ⁴⁴	302	yellow/黃	n t		黃	
3615	Suzhou		yellow	ɦuɑ̃¹³	ɦwɑ̃¹³	ɦ w ɑ̃ ¹³	302	yellow/黃	i m n t		黃	
3616	Wenzhou		yellow	ɦuɔ³⁴¹	ɦwɔ³⁴¹	ɦ w ɔ ³⁴¹	302	yellow/黃	i m n t		黃	
3617	Changsha		yellow	uan¹³	wan¹³	w a n ¹³	302	yellow/黃	i n c t		黃	
3618	Loudi		yellow	ɣɔŋ¹³	ɣɔŋ¹³	ɣ ɔ ŋ ¹³	302	yellow/黃	i n c t		黃	
3619	Nanchang		yellow	uɔŋ⁴⁵	wɔŋ⁴⁵	w ɔ ŋ ⁴⁵	302	yellow/黃	i n c t		黃	
3620	Meixian		yellow	voŋ¹¹	voŋ¹¹	v o ŋ ¹¹	302	yellow/黃	i n c t		黃	
3621	Guilin		yellow	uɑŋ²²	wɑŋ²²	w ɑ ŋ ²²	302	yellow/黃	i n c t		黃	
3622	Guangzhou		yellow	uɔŋ²¹	wɔŋ²¹	w ɔ ŋ ²¹	302	yellow/黃	i n c t		黃	
3623	Fuzhou		yellow	uoŋ⁵³	woŋ⁵³	w o ŋ ⁵³	302	yellow/黃	i n c t		黃	
3624	Xiamen		yellow	ŋ̍²⁴	ŋ̍²⁴	ŋ̍ ²⁴	302	yellow/黃	n t		黃	
3625	Beijing	Mandarin	ash	xuei⁵⁵	xwei⁵⁵	x w ei ⁵⁵	542	ash/灰	i m n t		灰	
3626	Ha_erbin		ash	xuei⁴⁴	xwei⁴⁴	x w ei ⁴⁴	542	ash/灰	i m n t		灰	
3627	Jinan		ash	xuei²¹³	xwei²¹³	x w ei ²¹³	542	ash/灰	i m n t		灰	
3628	Rongcheng		ash	xuei⁵²	xwei⁵²	x w ei ⁵²	542	ash/灰	i m n t		灰	
3629	Taiyuan		ash	xuei²¹	xwei²¹	x w ei ²¹	542	ash/灰	i m n t		灰	
3630	Xi_an		ash	xuei²¹	xwei²¹	x w ei ²¹	542	ash/灰	i m n t		灰	
3631	Chengdu		ash	xuei⁴⁵	xwei⁴⁵	x w ei ⁴⁵	542	ash/灰	i m n t		灰	
3632	Nanjing		ash	xuei³¹	xwei³¹	x w ei ³¹	542	ash/灰	i m n t		灰	
3633	Jixi		ash	fa⁵⁵	fa⁵⁵	f a ⁵⁵	542	ash/灰	i n t		灰	
3634	Suzhou		ash	huᴇ⁴⁴	hwe̞⁴⁴	h w e̞ ⁴⁴	542	ash/灰	i m n t		灰	
3635	Wenzhou		ash	fai⁴⁴	fai⁴⁴	f ai ⁴⁴	542	ash/灰	i n t		灰	
3636	Changsha		ash	fei³³	fei³³	f ei ³³	542	ash/灰	i n t		灰	
3637	Loudi		ash	xue⁴⁴	xwe⁴⁴	x w e ⁴⁴	542	ash/灰	i m n t		灰	
3638	Nanchang		ash	fɨi⁴²	fɨi⁴²	f ɨi ⁴²	542	ash/灰	i n t		灰	
3639	Meixian		ash	foi³³	foi³³	f oi ³³	542	ash/灰	i n t		灰	
3640	Guilin		ash	fei⁴²	fei⁴²	f ei ⁴²	542	ash/灰	i n t		灰	
3641	Guangzhou		ash	fui⁵³	fwi⁵³	f w i ⁵³	542	ash/灰	i m n t		灰	
3642	Fuzhou		ash	huoi⁵⁵⁻⁴⁴ huoi⁵⁵	hwoi⁵⁵+hwoi⁵⁵	h w oi ⁵⁵ + h w oi ⁵⁵	542 792	ash/灰 _ash:RED/灰	i m n t + i m n t		灰 灰	
3643	Fuzhou		ash	huoi⁵⁵	hwoi⁵⁵	h w oi ⁵⁵	542	ash/灰	i m n t		灰	
3644	Xiamen		ash	he⁵⁵	he⁵⁵	h e ⁵⁵	542	ash/灰	i n t		灰	
3645	Beijing		live(alive)	xuo³⁵ tɤ⁰	xwo³⁵+tɤ⁰	x w o ³⁵ + t ɤ ⁰	424 255	live/活 _reach:STATIVE/着	i m n t + i n t		活 着	
3646	Ha_erbin		live(alive)	xuo²⁴ ty⁰	xwo²⁴+ty⁰	x w o ²⁴ + t y ⁰	424 255	live/活 _reach:STATIVE/着	i m n t + i n t		活 着	
3647	Jinan		live(alive)	xuɤ⁵³⁻⁴⁵ ti⁰	xwɤ⁵³+ti⁰	x w ɤ ⁵³ + t i ⁰	424 255	live/活 _reach:STATIVE/着	i m n t + i n t		活 着	
3648	Rongcheng		live(alive)	xuɔ³⁵ tə⁰	xwɔ³⁵+tə⁰	x w ɔ ³⁵ + t ə ⁰	424 255	live/活 _reach:STATIVE/着	i m n t + i n t		活 着	
3649	Taiyuan		live(alive)	xuəʔ⁵⁴* təʔ⁰	xwəʔ⁵⁴+təʔ⁰	x w ə ʔ ⁵⁴ + t ə ʔ ⁰	424 255	live/活 _reach:STATIVE/着	i m n c t + i n c t		活 着	
3650	Xi_an		live(alive)	xuo²⁴ ti⁰	xwo²⁴+ti⁰	x w o ²⁴ + t i ⁰	424 255	live/活 _reach:STATIVE/着	i m n t + i n t		活 着	
3651	Chengdu		live(alive)	xo²¹⁻⁵⁵ li⁵⁵	xo²¹+li⁵⁵	x o ²¹ + l i ⁵⁵	424 255	live/活 _reach:STATIVE/着	i n t + i n t		活 着	
3652	Nanjing		live(alive)	xoʔ⁵ ti⁰	xoʔ⁵+ti⁰	x o ʔ ⁵ + t i ⁰	424 255	live/活 _reach:STATIVE/着	i n c t + i n t		活 着	
3653	Jixi		live(alive)	voʔ³²* noʔ³²*	voʔ³²+noʔ³²	v o ʔ ³² + n o ʔ ³²	424 668	live/活 _live	i n c t + i n c t		活 絡	
3654	Suzhou		live(alive)	ɦuə²³* kəʔ⁴	ɦwə²³+kəʔ⁴	ɦ w ə ²³ + k ə ʔ ⁴	424 669	live/活 _live	i m n t + i n c t		活 葛	
3655	Wenzhou		live(alive)	dʑi²²⁻³³ gi⁰	dʑi²²+gi⁰	dʑ i ²² + g i ⁰	670 56	healthy/健 _-piece:CLS/個	i n t + i n t		健 個	
3656	Changsha		live(alive)	xo²⁴ ti⁰	xo²⁴+ti⁰	x o ²⁴ + t i ⁰	424 40	live/活 _:GEN/的	i n t + i n t		活 的	
3657	Loudi		live(alive)	xue³⁵ kɤ⁰	xwe³⁵+kɤ⁰	x w e ³⁵ + k ɤ ⁰	424 40	live/活 _:GEN/的	i m n t + i n t		活 的	
3658	Nanchang		live(alive)	uot²¹* ko⁴²	wot²¹+ko⁴²	w o t ²¹ + k o ⁴²	424 56	live/活 _-piece:CLS/個	m n c t + i n t		活 個	
3659	Meixian		live(alive)	saŋ³³⁻³⁵ ŋe⁵³	saŋ³³+ŋe⁵³	s a ŋ ³³ + ŋ e ⁵³	477 56	born/生 _-piece:CLS/個	i n c t + i n t		生 個	
3660	Guilin		live(alive)	xuo²² kɤ⁰ te³³	xwo²²+kɤ⁰+te³³	x w o ²² + k ɤ ⁰ + t e ³³	424 184 775	live/活 -?/個 _live	i m n t + i n t + i n t		活 個 囗	
3661	Guangzhou		live(alive)	saŋ⁵³ kɛ³³	saŋ⁵³+kɛ³³	s a ŋ ⁵³ + k ɛ ³³	477 671	born/生 _live	i n c t + i n t		生 嘅	
3662	Fuzhou		live(alive)	uaʔ⁵ ki⁵³	waʔ⁵+ki⁵³	w a ʔ ⁵ + k i ⁵³	424 454	live/活 _live	i n c t + i n t		活 其	
3663	Xiamen		live(alive)	uaʔ⁵⁻³²* e⁰	waʔ⁵+e⁰	w a ʔ ⁵ + e ⁰	424 40	live/活 _:GEN/的	i n c t + n t		活 的	
3664	Beijing		fire	xuo²¹⁴	xwo²¹⁴	x w o ²¹⁴	672	fire/火	i m n t		火	
3665	Ha_erbin		fire	xuo²¹³	xwo²¹³	x w o ²¹³	672	fire/火	i m n t		火	
3666	Jinan		fire	xuɤ⁴⁵	xwɤ⁴⁵	x w ɤ ⁴⁵	672	fire/火	i m n t		火	
3667	Rongcheng		fire	xuɔ²¹⁴	xwɔ²¹⁴	x w ɔ ²¹⁴	672	fire/火	i m n t		火	
3668	Taiyuan		fire	xuɤ⁵³	xwɤ⁵³	x w ɤ ⁵³	672	fire/火	i m n t		火	
3669	Xi_an		fire	xuo⁵³	xwo⁵³	x w o ⁵³	672	fire/火	i m n t		火	
3670	Chengdu		fire	xo⁵³	xo⁵³	x o ⁵³	672	fire/火	i n t		火	
3671	Nanjing		fire	xo¹¹	xo¹¹	x o ¹¹	672	fire/火	i n t		火	
3672	Jixi		fire	xɵ²¹³	xɵ²¹³	x ɵ ²¹³	672	fire/火	i n t		火	
3673	Suzhou		fire	həu⁵²	həu⁵²	h əu ⁵²	672	fire/火	i n t		火	
3674	Wenzhou		fire	fu²⁴²	fu²⁴²	f u ²⁴²	672	fire/火	i n t		火	
3675	Changsha		fire	xo⁴¹	xo⁴¹	x o ⁴¹	672	fire/火	i n t		火	
3676	Loudi		fire	xo⁴²	xo⁴²	x o ⁴²	672	fire/火	i n t		火	
3677	Nanchang		fire	fo²¹³	fo²¹³	f o ²¹³	672	fire/火	i n t		火	
3678	Meixian		fire	fo³¹	fo³¹	f o ³¹	672	fire/火	i n t		火	
3679	Guilin		fire	xuo²³	xwo²³	x w o ²³	672	fire/火	i m n t		火	
3680	Guangzhou		fire	fɔ³⁵	fɔ³⁵	f ɔ ³⁵	672	fire/火	i n t		火	
3681	Fuzhou		fire	huoi³²	hwoi³²	h w oi ³²	672	fire/火	i m n t		火	
3682	Xiamen		fire	he⁵³	he⁵³	h e ⁵³	672	fire/火	i n t		火	
3683	Beijing		egg	tɕi⁵⁵ tan⁵¹	tɕi⁵⁵+tan⁵¹	tɕ i ⁵⁵ + t a n ⁵¹	673 674	_chicken/雞 egg/蛋	i n t + i n c t		雞 蛋	
3684	Ha_erbin		egg	tɕi⁴⁴ tan⁵³	tɕi⁴⁴+tan⁵³	tɕ i ⁴⁴ + t a n ⁵³	673 674	_chicken/雞 egg/蛋	i n t + i n c t		雞 蛋	
3685	Jinan		egg	tɕi²¹⁴⁻²³ tæ̃⁴¹	tɕi²¹⁴+tæ̃⁴¹	tɕ i ²¹⁴ + t æ̃ ⁴¹	673 674	_chicken/雞 egg/蛋	i n t + i n t		雞 蛋	
3686	Rongcheng		egg	ci⁵² tɐn²¹⁴	ci⁵²+tɐn²¹⁴	c i ⁵² + t ɐ n ²¹⁴	673 674	_chicken/雞 egg/蛋	i n t + i n c t		雞 蛋	
